阿柏克茲亞	阿柏克兹亚
無盡藏	无尽藏
無盡無窮	无尽无穷
無盡無休	无尽无休
無盡緣起	无尽缘起
無精打采	无精打采
無據	无据
無可救藥	无可救药
無愧於	无愧于
無了無休	无了无休
無厘頭	无厘头
無樑	无梁
無樑斗	无梁斗
無樑樓蓋	无梁楼盖
無面目	无面目
無面值郵票	无面值邮票
無念	无念
無尿症	无尿症
無農藥	无农药
無偏無黨	无偏无党
無憑無據	无凭无据
無期別	无期别
無千大萬	无千大万
無千帶數	无千带数
無千無萬	无千无万
無牽無掛	无牵无挂
無窮盡	无穷尽
無窮無盡	无穷无尽
無取勝希望者	无取胜希望者
無視於	无视于
無適無莫	无适无莫
無損於	无损于
無所不用其極	无所不用其极
無所牽掛	无所牵挂
無所適從	无所适从
無頭願	无头愿
無畏佈施	无畏布施
無畏於	无畏于
無限制	无限制
無線電臺	无线电台
無形輸出	无形输出
無須	无须
無序	无序
無煙	无烟
無煙囪工業	无烟囱工业
無煙火藥	无烟火药
無煙焦煤	无烟焦煤
無煙煤	无烟煤
無煙炭	无烟炭
無言不讎	無言不仇
無藥	无药
無藥可救	无药可救
無業閒散	无业闲散
無業遊民	无业游民
無一倖免	无一幸免
無以復加	无以复加
無異於	无异于
無餘	无余
無欲則剛	无欲则刚
無慾	无欲
無冤無仇	无冤无仇
無緣見面	无缘见面
無雲	无云
無針不引線	无针不引线
無針注射器	无针注射器
無止盡	无止尽
無徵不信	无征不信
無主屍	无主尸
無助於	无助于
無足掛齒	无足挂齿
五百多萬	五百多万
五百個	五百个
五百萬	五百万
五百姻緣天註定	五百姻缘天注定
五板	五板
五杯	五杯
五倍子蟲	五倍子虫
五筆劃	五笔划
五采	五采
五彩	五彩
五彩賓紛	五彩宾纷
五彩繽紛	五彩缤纷
五彩奪目	五彩夺目
五蟲	五虫
五出祁山	五出祁山
五齣戲	五出戏
五代同堂	五代同堂
五黨	五党
五點鐘	五点钟
五斗	五斗
五斗櫥	五斗橱
五斗櫃	五斗柜
五斗解酲	五斗解酲
五斗米	五斗米
五斗米道	五斗米道
五斗折腰	五斗折腰
五度制調值標記法	五度制调值标记法
五發	五发
五分鐘	五分钟
五個	五个
五公里	五公里
五谷王北街	五谷王北街
五谷王南街	五谷王南街
五穀	五谷
五穀不分	五谷不分
五穀不升	五谷不升
五穀豐登	五谷丰登
五穀豐稔	五谷丰稔
五穀豐收	五谷丰收
五穀雜糧	五谷杂粮
五胡	五胡
五胡亂華	五胡乱华
五胡十六國	五胡十六国
五胡之亂	五胡之乱
五花醃豬肉	五花腌猪肉
五劃	五划
五棵松	五棵松
五克	五克
五里	五里
五里霧	五里雾
五里霧中	五里雾中
五馬分屍	五马分尸
五面	五面
五面體	五面体
五秒鐘	五秒钟
五年計劃	五年计划
五辟	五辟
五七幹部學校	五七干部学校
五七幹校	五七干校
五千	五千
五千多萬	五千多万
五色祥雲	五色祥云
五十多萬	五十多万
五十六萬	五十六万
五十五萬	五十五万
五世同堂	五世同堂
五臺	五台
五臺山	五台山
五臺市	五台市
五臺縣	五台县
五天後	五天后
五萬	五万
五萬八千	五万八千
五萬兩千	五万两千
五萬三千	五万三千
五萬五千	五万五千
五絃	五弦
五行並下	五行并下
五行生剋	五行生克
五葉	五叶
五餘	五余
五育並重	五育并重
五嶽	五岳
五紮	五扎
五臟	五脏
五臟俱全	五脏俱全
五臟六腑	五脏六腑
五臟廟	五脏庙
五臟神	五脏神
五折	五折
五隻	五只
五種	五种
五種性	五种性
五週	五周
五週年	五周年
五濁惡世	五浊恶世
午後	午后
伍采克	伍采克
伍德合金	伍德合金
伍瑞克	伍瑞克
伍員鞭屍	伍员鞭尸
武丑	武丑
武大郎喫毒藥	武大郎吃毒药
武當	武当
武當派	武当派
武當山	武当山
武鬥	武斗
武后	武后
武里省	武里省
武梁祠畫像	武梁祠画像
武器級別材料	武器级别材料
武器系統	武器系统
武曲星	武曲星
武勝關	武胜关
武勝縣	武胜县
武術	武术
武術比賽	武术比赛
武術競賽	武术竞赛
武術指導	武术指导
武松	武松
武松打虎	武松打虎
武壇	武坛
武偃文修	武偃文修
武裝衝突	武装冲突
武裝鬥爭	武装斗争
侮蔑	侮蔑
舞出	舞出
舞蹈團	舞蹈团
舞蹈系	舞蹈系
舞蹈症	舞蹈症
舞后	舞后
舞娘	舞娘
舞曲	舞曲
舞水端里	舞水端里
舞臺	舞台
舞臺劇	舞台剧
舞臺區	舞台区
舞臺戲	舞台戏
舞臺效果	舞台效果
舞臺秀	舞台秀
舞臺藝術	舞台艺术
舞臺音樂	舞台音乐
舞團	舞团
舞榭歌臺	舞榭歌台
兀朮	兀术
勿里洞島	勿里洞岛
勿念	勿念
勿施於人	勿施于人
勿藥	勿药
勿藥而愈	勿药而愈
勿藥有喜	勿药有喜
物產豐富	物产丰富
物腐蟲生	物腐虫生
物阜民豐	物阜民丰
物極必反	物极必反
物極則衰	物极则衰
物價	物价
物價督導會報	物价督导会报
物價指數	物价指数
物件導向	物件导向
物盡其用	物尽其用
物理	物理
物理系	物理系
物流系統	物流系统
物美價廉	物美价廉
物色人才	物色人才
物慾	物欲
物慾橫流	物欲横流
物慾世界	物欲世界
物種	物种
物種來由	物种来由
物種起源	物种起源
務須	务须
悟出	悟出
悟出來	悟出来
晤面	晤面
誤差範圍	误差范围
誤盡天下蒼生	误尽天下苍生
霧裏	雾里
霧裏看花	雾里看花
霧濛濛	雾蒙蒙
霧鎖雲埋	雾锁云埋
霧臺	雾台
霧臺鄉	雾台乡
夕煙	夕烟
吸杯	吸杯
吸蟲	吸虫
吸蟲綱	吸虫纲
吸出	吸出
吸出來	吸出来
吸出去	吸出去
吸得乾乾	吸得干干
吸地板	吸地板
吸管蟲	吸管虫
吸回	吸回
吸回來	吸回来
吸回去	吸回去
吸盡	吸尽
吸了	吸了
吸乾	吸干
吸血蟲	吸血虫
吸菸	吸烟
吸菸客	吸烟客
吸菸率	吸烟率
吸菸區	吸烟区
吸菸室	吸烟室
吸菸者	吸烟者
吸菸族	吸烟族
吸引不了	吸引不了
吸油煙機	吸油烟机
西北面	西北面
西北師範大學	西北师范大学
西北向	西北向
西藏百萬農奴解放紀念日	西藏百万农奴解放纪念日
西廠	西厂
西衝	西冲
西出	西出
西除東蕩	西除东荡
西點麪包	西点面包
西斗鋪	西斗铺
西發里亞條約	西发里亚条约
西方極樂	西方极乐
西方極樂世界	西方极乐世界
西豐	西丰
西豐縣	西丰县
西格蒙德	西格蒙德
西谷米	西谷米
西谷米凍	西谷米冻
西谷椰子	西谷椰子
西哈努克	西哈努克
西后	西后
西華師範大學	西华师范大学
西極	西极
西來庵	西来庵
西里	西里
西里爾	西里尔
西里西亞	西里西亚
西裏爾字母	西里尔字母
西利古里	西利古里
西曆	西历
西曆紀元	西历纪元
西門子電機廠	西门子电机厂
西蒙	西蒙
西蒙斯	西蒙斯
西蒙遜	西蒙逊
西米谷	西米谷
西面	西面
西南面	西南面
西南師範大學	西南师范大学
西南向	西南向
西尼克學派	西尼克学派
西歐集團	西欧集团
西曲	西曲
西曬	西晒
西松	西松
西松建設	西松建设
西臺	西台
西臺帝國	西台帝国
西臺古堡	西台古堡
西臺人	西台人
西太后	西太后
西王母娘娘	西王母娘娘
西文系	西文系
西西里	西西里
西西里島	西西里岛
西向	西向
西洋參	西洋参
西藥	西药
西藥房	西药房
西涌	西涌
西遊	西游
西遊補	西游补
西遊記	西游记
西原借款	西原借款
西嶽	西岳
西佔	西占
西征	西征
西周	西周
西周時	西周时
西周時代	西周时代
西周時期	西周时期
西周鐘	西周钟
希伯來曆	希伯来历
希伯來歷史	希伯来历史
希布倫市	希布伦市
希格斯機制	希格斯机制
希克斯	希克斯
希拉剋	希拉克
希拉里	希拉里
希拉里克林頓	希拉里克林顿
希臘建築	希腊建筑
希區考克	希区考克
希斯萊傑	希斯莱杰
希斯雷傑	希斯雷杰
希斯崙	希斯仑
析出	析出
析毫剖釐	析毫剖厘
息穀	息谷
息交絕遊	息交绝游
惜別	惜别
惜別會	惜别会
晞髮	晞发
欷吁	欷吁
傒倖	傒幸
稀里	稀里
稀里打哄	稀里打哄
稀里嘩啦	稀里哗啦
稀裏糊塗	稀里糊涂
稀釋後	稀释后
稀鬆	稀松
稀鬆骨質	稀松骨质
稀鬆平常	稀松平常
翕闢	翕辟
徯倖	徯幸
溪谷	溪谷
溪涌	溪涌
皙面	皙面
熄了	熄了
嬉遊	嬉游
錫杯	锡杯
錫當河	锡当河
錫克拜	锡克拜
錫克教	锡克教
錫克族	锡克族
谿谷	谿谷
釐出	厘出
釐定	厘定
釐訂	厘订
釐改	厘改
釐革	厘革
釐米	厘米
釐清	厘清
釐升	厘升
釐整	厘整
釐正	厘正
譆譆出出	譆譆出出
醯雞甕裏	醯鸡甕里
席豐履厚	席丰履厚
席哈克	席哈克
席捲	席卷
席捲而來	席卷而来
席捲而逃	席卷而逃
席捲天下	席卷天下
席捲亞洲	席卷亚洲
席捲一空	席卷一空
席面	席面
席勝	席胜
席湘漓	席湘漓
席誌成	席志成
習非勝是	习非胜是
習慣於	习惯于
習翫	习玩
習於	习于
蓆棚	席棚
襲擊戰術	袭击战术
襲捲	袭卷
洗出	洗出
洗出來	洗出来
洗出去	洗出去
洗出作用	洗出作用
洗盪	洗荡
洗地板	洗地板
洗發動機	洗发动机
洗髮	洗发
洗髮粉	洗发粉
洗髮膏	洗发膏
洗髮劑	洗发剂
洗髮精	洗发精
洗髮露	洗发露
洗髮乳	洗发乳
洗髮水	洗发水
洗髮水兒	洗发水儿
洗髮皂	洗发皂
洗刮	洗刮
洗了	洗了
洗臉檯	洗脸台
洗煉	洗炼
洗練	洗练
洗面	洗面
洗面革心	洗面革心
洗面奶	洗面奶
洗面乳	洗面乳
洗面皂	洗面皂
洗腦術	洗脑术
洗乾淨	洗干淨
洗錢防制法	洗钱防制法
洗手不幹	洗手不干
洗手檯	洗手台
洗頭髮	洗头发
洗心革面	洗心革面
洗心革志	洗心革志
洗衣板	洗衣板
洗冤集錄	洗冤集录
喜不自勝	喜不自胜
喜衝衝	喜冲冲
喜蟲兒	喜虫儿
喜出望外	喜出望外
喜惡	喜恶
喜歡錶	喜欢表
喜歡鐘	喜欢钟
喜歡鐘錶	喜欢钟表
喜獲	喜获
喜極而泣	喜极而泣
喜娘	喜娘
喜怒不形於色	喜怒不形于色
喜形於色	喜形于色
喜憂參半	喜忧参半
卌里	卌里
系璧	系璧
系出名門	系出名门
系詞	系词
系館	系馆
系花	系花
系刊	系刊
系裏	系里
系列	系列
系列電視劇	系列电视剧
系列放大器	系列放大器
系列化	系列化
系列裏	系列里
系列片	系列片
系列賽	系列赛
系列戰	系列战
系譜	系谱
系孫	系孙
系所	系所
系統	系统
系統部	系统部
系統抽樣法	系统抽样法
系統發育	系统发育
系統分類	系统分类
系統分析	系统分析
系統工程	系统工程
系統化	系统化
系統級	系统级
系統理論	系统理论
系統流程圖	系统流程图
系統論	系统论
系統軟體	系统软体
系統商	系统商
系統設計	系统设计
系統圖	系统图
系統性	系统性
系務	系务
系學會	系学会
系胄	系胄
系主任	系主任
系族	系族
矽肺症	矽肺症
矽谷	矽谷
矽岩	矽岩
矽質岩	矽质岩
係臂	系臂
係獲	系获
係頸闕庭	系颈阙庭
係扣	系扣
係數	系数
係蹄	系蹄
係爲	系为 系爲
係一番	系一番
係一片	系一片
係一種	系一种
係爭	系争
係爭物	系争物
係指	系指
係踵	系踵
細胞融合	细胞融合
細胞週期	细胞周期
細表	细表
細別	细别
細不容髮	细不容发
細布	细布
細鍊	细炼
細濛濛	细蒙蒙
細娘	细娘
細嫋嫋	细袅袅
細曲	细曲
細如髮	细如发
細術	细术
細嚥	细咽
細葉金午時花	细叶金午时花
細葉脈	细叶脉
細葉山茶	细叶山茶
細雨濛濛	细雨蒙蒙
細雨濛濛憶當年	细雨蒙蒙忆当年
細針密縷	细针密缕
細緻	细致
細緻入微	细致入微
舄鹵	舄卤
潟鹵	潟卤
戲綵娛親	戏彩娱亲
戲法人人會變巧妙各有不同	戏法人人会变巧妙各有不同
戲谷	戏谷
戲劇臺	戏剧台
戲劇團	戏剧团
戲劇系	戏剧系
戲裏	戏里
戲曲	戏曲
戲曲館	戏曲馆
戲臺	戏台
戲團	戏团
繫臂之寵	系臂之宠
繫船樁	系船桩
繫辭	系辞
繫帶	系带
繫到	系到
繫而不食	系而不食
繫髮帶	系发带
繫風捕景	系风捕景
繫風捕影	系风捕影
繫縛	系缚
繫個	系个
繫裹	系裹
繫好	系好
繫懷	系怀
繫結	系结
繫緊	系紧
繫頸	系颈
繫褲子	系裤子
繫纜	系缆
繫牢	系牢
繫了	系了
繫累	系累
繫戀	系恋
繫鈴解鈴	系铃解铃
繫鈴人	系铃人
繫留	系留
繫馬	系马
繫命	系命
繫捻兒	系捻儿
繫念	系念
繫泊	系泊
繫囚	系囚
繫上	系上
繫繩	系绳
繫世	系世
繫絲帶	系丝带
繫條	系条
繫頭巾	系头巾
繫系	系系
繫鞋帶	系鞋带
繫心	系心
繫腰	系腰
繫一線	系一线
繫有	系有
繫於	系于
繫於一髮	系于一发
繫獄	系狱
繫爪	系爪
繫着	系着
繫趾	系趾
繫住	系住
瞎了	瞎了
瞎了眼	瞎了眼
瞎了眼睛	瞎了眼睛
瞎扎呼	瞎扎呼
蝦蟆跳在戥盤子裏	虾蟆跳在戥盘子里
蝦乾	虾干
蝦鬚	虾须
匣裏龍吟	匣里龙吟
狎妓冶游	狎妓冶游
狎遊	狎游
俠氣干雲	侠气干云
峽谷	峡谷
狹谷	狭谷
狹心症	狭心症
遐布	遐布
遐志	遐志
遐胄	遐胄
轄制	辖制
霞表	霞表
霞彩	霞彩
霞雲	霞云
下襬	下摆
下板兒	下板儿
下筆千言	下笔千言
下表	下表
下不來臺	下不来台
下不了	下不了
下不了臺	下不了台
下才	下才
下采	下采
下彩	下彩
下廠	下厂
下城裏	下城里
下衝	下冲
下出	下出
下得了	下得了
下發	下发
下風方向	下风方向
下個星期	下个星期
下個月	下个月
下劃線	下划线
下回	下回
下課後	下课后
下課鐘	下课钟
下夸克	下夸克
下了	下了
下里	下里
下里巴人	下里巴人
下樑	下梁
下崙路	下仑路
下馬杯	下马杯
下面	下面
下面請看	下面请看
下麪	下面
下麪條	下面条
下簽名	下签名
下簽收	下签收
下簽寫	下签写
下簽字	下签字
下籤	下签
下確界	下确界
下三面	下三面
下手幹	下手干
下水道系統	下水道系统
下臺	下台
下臺階	下台阶
下同	下同
下下個月	下下个月
下弦	下弦
下向	下向
下嚥	下咽
下藥	下药
下葉	下叶
下一個	下一个
下游	下游
下游工業	下游工业
下有蘇杭	下有苏杭
下於	下于
下種	下种
下週	下周
下注	下注
下註解	下注解
夏布	夏布
夏蟲	夏虫
夏蟲不可以語冰	夏虫不可以语冰
夏蟲不可語冰	夏虫不可语冰
夏蟲朝菌	夏虫朝菌
夏川里美	夏川里美
夏后氏	夏后氏
夏里夫	夏里夫
夏曆	夏历
夏爐冬扇	夏炉冬扇
夏鑪冬扇	夏鑪冬扇
夏洛克	夏洛克
夏姆錫克	夏姆锡克
夏秋	夏秋
夏日裏	夏日里
夏商周	夏商周
夏時制	夏时制
夏天裏	夏天里
夏遊	夏游
夏于喬	夏于乔 夏于喬
夏種	夏种
嚇不了	吓不了
嚇出	吓出
嚇出病來	吓出病来
嚇得發抖	吓得发抖
嚇了	吓了
嚇了一跳	吓了一跳
仙才	仙才
仙后	仙后
仙后座	仙后座
仙蹟	仙迹
仙術	仙术
仙台	仙台
仙壇	仙坛
仙岩	仙岩
仙藥	仙药
仙遊	仙游
仙遊縣	仙游县
先採	先采
先嚐	先尝
先出	先出
先出來	先出来
先出去	先出去
先發	先发
先發投手	先发投手
先發投手羣	先发投手群
先發制人	先发制人
先鋒模範作用	先锋模范作用
先公後私	先公后私
先攻後守	先攻后守
先后	先后
先後	先后
先後倒置	先后倒置
先後順序	先后顺序
先花後果	先花后果
先回	先回
先回到	先回到
先回來	先回来
先回去	先回去
先借	先借
先進後出	先进后出
先進先出	先进先出
先苦後甘	先苦后甘
先來後到	先来后到
先來後上	先来后上
先來後下	先来后下
先了	先了
先了一步	先了一步
先禮後兵	先礼后兵
先難後獲	先难后获
先念	先念
先期錄音	先期录音
先簽	先签
先乾爲敬	先干为敬
先驅新黨	先驱新党
先缺後空	先缺后空
先人後己	先人后己
先聲後實	先声后实
先盛後衰	先盛后衰
先守後攻	先守后攻
先天不足後天失調	先天不足后天失调
先天下之憂而憂后天下之樂而樂	先天下之忧而忧后天下之乐而乐
先向	先向
先小人後君子	先小人后君子
先行後聞	先行后闻
先修班	先修班
先意承志	先意承志
先義後利	先义后利
先贏後輸	先赢后输
先憂後樂	先忧后乐
先於	先于
先斬後聞	先斩后闻
先斬後奏	先斩后奏
先佔	先占
掀出	掀出
掀出來	掀出来
掀出去	掀出去
掀了	掀了
掀了開來	掀了开来
掀簾子	掀帘子
鮮彩	鲜彩
鮮穀王	鲜谷王
鮮明個性	鲜明个性
鮮血淋漓	鲜血淋漓
鮮于	鲜于
鮮胄	鲜胄
纖阿	纤阿
纖不盈握	纤不盈握
纖塵不染	纤尘不染
纖度	纤度
纖兒	纤儿
纖毫	纤毫
纖畫	纤画
纖介	纤介
纖芥不遺	纤芥不遗
纖離	纤离
纖麗	纤丽
纖毛	纤毛
纖毛蟲	纤毛虫
纖毛動力蛋白	纤毛动力蛋白
纖毛運動	纤毛运动
纖美	纤美
纖密	纤密
纖穠中度	纤秾中度
纖巧	纤巧
纖人	纤人
纖柔	纤柔
纖弱	纤弱
纖手	纤手
纖瘦	纤瘦
纖體	纤体
纖微	纤微
纖維	纤维
纖維板	纤维板
纖維叢	纤维丛
纖維蛋白	纤维蛋白
纖維蛋白原	纤维蛋白原
纖維蛋原	纤维蛋原
纖維工業	纤维工业
纖維光學	纤维光学
纖維化	纤维化
纖維肌痛	纤维肌痛
纖維膠	纤维胶
纖維鏡	纤维镜
纖維囊泡症	纤维囊泡症
纖維素	纤维素
纖維細胞	纤维细胞
纖維長度	纤维长度
纖維植物	纤维植物
纖維質	纤维质
纖維狀	纤维状
纖悉	纤悉
纖悉無遺	纤悉无遗
纖細	纤细
纖細畫	纤细画
纖纖	纤纤
纖纖弱質	纤纤弱质
纖纖玉手	纤纤玉手
纖小	纤小
纖屑	纤屑
纖芯直徑	纤芯直径
纖妍	纤妍
纖腰	纤腰
纖玉	纤玉
纖雲	纤云
纖長	纤长
纖指	纤指
弦撥	弦拨
弦不虛發	弦不虚发
弦弓	弦弓
弦面板	弦面板
弦上	弦上
弦月	弦月
弦長	弦长
弦重	弦重
弦子	弦子
咸安	咸安
咸安區	咸安区
咸池	咸池
咸豐	咸丰
咸豐草	咸丰草
咸豐縣	咸丰县
咸和	咸和
咸亨	咸亨
咸亨酒店	咸亨酒店
咸鏡	咸镜
咸鏡北道	咸镜北道
咸鏡道	咸镜道
咸鏡南道	咸镜南道
咸寧	咸宁
咸寧地區	咸宁地区
咸寧市	咸宁市
咸認爲	咸认为
咸五登三	咸五登三
咸信	咸信
咸興	咸兴
咸興市	咸兴市
咸陽	咸阳
咸陽地區	咸阳地区
咸陽宮	咸阳宫
咸陽火	咸阳火
咸陽橋	咸阳桥
咸陽市	咸阳市
咸宜	咸宜
絃動	弦动
絃斷	弦断
絃歌	弦歌
絃樂	弦乐
絃樂團	弦乐团
絃器	弦器
絃琴	弦琴
絃聲	弦声
絃索	弦索
絃線	弦线
絃音	弦音
絃軸	弦轴
閒不住	闲不住
閒茶浪酒	闲茶浪酒
閒扯淡	闲扯淡
閒打牙兒	闲打牙儿
閒蕩	闲荡
閒聒七	闲聒七
閒花野草	闲花野草
閒話家常	闲话家常
閒話少說	闲话少说
閒磕牙	闲磕牙
閒來無事	闲来无事
閒理會	闲理会
閒聊天	闲聊天
閒盤兒	闲盘儿
閒篇兒	闲篇儿
閒情逸趣	闲情逸趣
閒情逸致	闲情逸致
閒人免進	闲人免进
閒是閒非	闲是闲非
閒適	闲适
閒淘氣	闲淘气
閒庭信步	闲庭信步
閒下來	闲下来
閒邪存誠	闲邪存诚
閒言亂語	闲言乱语
閒言碎語	闲言碎语
閒言閒事	闲言闲事
閒言閒語	闲言闲语
閒言長語	闲言长语
閒遊	闲游
閒餘	闲余
閒雲孤鶴	闲云孤鹤
閒雲野鶴	闲云野鹤
閒雜人等	闲杂人等
閒雜人員	闲杂人员
閒置不用	闲置不用
嫌惡	嫌恶
嫌好道醜	嫌好道丑
嫌好道惡	嫌好道恶
嫌兇	嫌凶
銜哀致誠	衔哀致诚
銜恨蒙枉	衔恨蒙枉
銜缺相當	衔缺相当
嫺於	娴于
嫺於辭令	娴于辞令
賢才	贤才
賢后	賢后 贤后
賢奸倒置	贤奸倒置
賢胄	贤胄
癇症	痫症
鹹菜	咸菜
鹹菜乾	咸菜干
鹹淡	咸淡
鹹淡適中	咸淡适中
鹹蛋	咸蛋
鹹得	咸得
鹹的	咸的
鹹度	咸度
鹹海	咸海
鹹湖	咸湖
鹹津津	咸津津
鹹津津兒	咸津津儿
鹹類	咸类
鹹鹵	咸卤
鹹派	咸派
鹹批	咸批
鹹肉	咸肉
鹹溼	咸湿
鹹食	咸食
鹹水	咸水
鹹水湖	咸水湖
鹹水妹	咸水妹
鹹水魚	咸水鱼
鹹絲絲	咸丝丝
鹹酥雞	咸酥鸡
鹹湯	咸汤
鹹土	咸土
鹹味	咸味
鹹潟	咸潟
鹹鹹	咸咸
鹹鴨蛋	咸鸭蛋
鹹鹽	咸盐
鹹魚	咸鱼
鹹魚翻身	咸鱼翻身
鹹粥	咸粥
鹹豬肉	咸猪肉
鹹豬手	咸猪手
鹹嘴淡舌	咸嘴淡舌
險惡	险恶
險勝	险胜
險症	险症
顯擺	显摆
顯出	显出
顯露出	显露出
顯露出來	显露出来
顯示板	显示板
顯示錶	显示表
顯示出	显示出
顯示出來	显示出来
顯示鐘	显示钟
顯示鐘錶	显示钟表
顯微手術	显微手术
顯現出	显现出
顯現出來	显现出来
顯着標志	显着标志
顯著	显著
顯著標志	显著标志
限價	限价
限盡	限尽
限於	限于
限制	限制
限制詞	限制词
限制級	限制级
限制類	限制类
限制酶	限制酶
限制酶圖譜	限制酶图谱
限制器	限制器
限制式	限制式
限制是	限制是
限制性	限制性
限制選舉	限制选举
限制住	限制住
限制住居	限制住居
陷入困境	陷入困境
陷於	陷于
陷之死地而後生	陷之死地而后生
現場表演	现场表演
現場採訪	现场采访
現出	现出
現出原身	现出原身
現出原形	现出原形
現代集團	现代集团
現代建築	现代建筑
現代舞團	现代舞团
現代修正主義	现代修正主义
現代藝術	现代艺术
現貨價	现货价
現金流量表	现金流量表
現進現出	现进现出
現實面	现实面
現於	现于
現制性	现制性
羨歎	羡叹
羨餘	羡余
線蟲	线虫
線上	线上
線團	线团
線性規劃	线性规划
線性系統	线性系统
憲臺	宪台
縣黨部	县党部
縣裏	县里
縣誌	县志
獻醜	献丑
獻出	献出
獻了	献了
獻臺	献台
相別	相别
相別多年	相别多年
相併	相并
相差無幾	相差无几
相沖	相冲
相當	相当
相當程度	相当程度
相當於	相当于
相當於或大於	相当于或大于
相等於	相等于
相鬥	相斗
相對極	相对极
相對於	相对于
相符合	相符合
相干	相干
相關係數	相关系数
相合	相合
相姦	相奸
相交滿天下知心能幾人	相交满天下知心能几人
相結合	相结合
相距千里	相距千里
相克服	相克服
相剋	相克
相剋制	相克制
相扣	相扣
相里	相里
相門出相	相门出相
相面	相面
相念	相念
相平面	相平面
相去萬里	相去万里
相去無幾	相去无几
相融合	相融合
相生相剋	相生相克
相適應	相适应
相術	相术
相臺	相台
相提並論	相提并论
相同	相同
相同點	相同点
相托	相托
相爲表裏	相为表里
相向	相向
相須而行	相须而行
相須爲命	相须为命
相葉雅紀	相叶雅纪
相於	相于
香菜葉	香菜叶
香斗	香斗
香港電臺	香港电台
香港工會聯合會	香港工会联合会
香港貿易發展局	香港贸易发展局
香港遊	香港游
香格里拉	香格里拉
香格里拉縣	香格里拉县
香格里拉怡咖啡	香格里拉怡咖啡
香蠟	香蜡
香蠟店	香蜡店
香蠟鋪	香蜡铺
香蠟紙馬	香蜡纸马
香乾	香干
香榭里大道	香榭里大道
香榭麗舍	香榭丽舍
香榭麗舍大街	香榭丽舍大街
香薰	香熏
香薰療法	香熏疗法
香菸	香烟
香菸盒	香烟盒
香菸頭	香烟头
香煙不絕	香烟不绝
香煙後代	香烟后代
香郁	香郁
香願	香愿
香皂	香皂
鄉黨	乡党
鄉黨尚齒	乡党尚齿
鄉間別墅	乡间别墅
鄉里	乡里
鄉里小人	乡里小人
鄉面	乡面
鄉民代表	乡民代表
鄉民代表會	乡民代表会
鄉曲	乡曲
鄉曲之譽	乡曲之誉
鄉土藝術	乡土艺术
鄉團	乡团
鄉愿	乡愿
鄉鎮代表	乡镇代表
鄉鎮民代表	乡镇民代表
湘累	湘累
湘簾	湘帘
湘繡	湘绣
箱釦	箱扣
箱裏	箱里
箱簾	箱帘
箱梁	箱梁
襄贊	襄赞
鑲板	镶板
鑲了	镶了
祥風慶雲	祥风庆云
祥豐街	祥丰街
祥雲	祥云
祥雲瑞彩	祥云瑞彩
祥雲瑞氣	祥云瑞气
祥雲縣	祥云县
詳盡	详尽
詳盡無遺	详尽无遗
詳確	详确
詳徵博引	详征博引
詳註	详注
享盡	享尽
享御	享御
想不出	想不出
想不出來	想不出来
想出	想出
想出來	想出来
想出去	想出去
想當然	想当然
想當然耳	想当然耳
想都別想	想都别想
想幹	想干
想幹什麼	想干什么
想個	想个
想個辦法	想个办法
想個方法	想个方法
想回	想回
想回來	想回来
想回去	想回去
想借	想借
想盡	想尽
想盡辦法	想尽办法
想盡方法	想尽方法
想剋制	想克制
想了	想了
想了又想	想了又想
想錄	想录
想念	想念
想前顧後	想前顾后
想說出	想说出
想像出	想像出
想像出來	想像出来
想也別想	想也别想
曏者	向者
蠁幹	蠁干
響板	响板
響卜	响卜
響徹雲漢	响彻云汉
響徹雲際	响彻云际
響徹雲霄	响彻云霄
響噹噹	响当当
響叮噹	响叮当
響遏行雲	响遏行云
響了	响了
響馬黨羽	响马党羽
響絃	响弦
響鐘	响钟
向巴平措	向巴平措
向北	向北
向北地	向北地
向北看	向北看
向北走	向北走
向背	向背
向壁虛構	向壁虚构
向壁虛造	向壁虚造
向寵	向宠
向觸	向触
向當	向当
向地	向地
向地性	向地性
向電性	向电性
向東	向东
向東看	向东看
向東走	向东走
向度	向度
向非	向非
向風	向风
向風針	向风针
向光	向光
向光性	向光性
向海	向海
向何處	向何处
向後	向后
向後衝	向后冲
向後翻騰	向后翻腾
向後看	向后看
向後轉	向后转
向後轉走	向后转走
向後走	向后走
向化	向化
向火	向火
向火乞兒	向火乞儿
向來	向来
向來都是	向来都是
向來是	向来是
向裏面衝	向里面冲
向例	向例
向量	向量
向量代數	向量代数
向量分析	向量分析
向量圖形	向量图形
向流星雨	向流星雨
向暮	向暮
向南	向南
向南看	向南看
向南走	向南走
向內	向內
向內走	向內走
向年	向年
向盤	向盘
向培良	向培良
向平之願	向平之愿
向前	向前
向前翻騰	向前翻腾
向前進	向前进
向前看	向前看
向前看齊	向前看齐
向前走	向前走
向錢看	向钱看
向人	向人
向日	向日
向日葵	向日葵
向日性	向日性
向榮	向荣
向善	向善
向上	向上
向上地	向上地
向聲背實	向声背实
向溼性	向溼性
向時	向时
向使	向使
向順	向顺
向天	向天
向外	向外
向外衝	向外冲
向外看	向外看
向外走	向外走
向晚	向晚
向午	向午
向西	向西
向西南	向西南
向下	向下
向曉	向晓
向斜	向斜
向斜層	向斜层
向心	向心
向心店	向心店
向心花序	向心花序
向心力	向心力
向性	向性
向秀	向秀
向秀麗	向秀丽
向戌	向戌
向學	向学
向陽	向阳
